State_FIPS,County_FIPS,State,County,Poverty_Est_All_Ages,Poverty_Per_All_Ages,Poverty_Est_Age_0-17,Poverty_Per_Age_ 0-17,Poverty_Est_Age_5-17,Poverty_Per_Age_5-17,Med_HH_Inc
46,47,SD,Fall River County,"1,135",17,299,24.4,194,19.5,"42,007"
46,49,SD,Faulk County,288,13.2,82,21.3,52,20.2,"46,633"
46,51,SD,Grant County,725,10,219,13.5,141,11.7,"52,816"
46,53,SD,Gregory County,761,18.3,255,27,166,23.5,"36,836"
46,55,SD,Haakon County,217,12,64,15.3,42,14,"43,699"
46,57,SD,Hamlin County,607,10.4,238,12.8,156,12.2,"53,944"
46,59,SD,Hand County,329,10,84,12,53,10,"51,201"
46,61,SD,Hanson County,260,8.1,142,15.2,89,14.2,"61,945"
46,63,SD,Harding County,137,11.2,38,14.8,25,15.9,"49,220"
46,65,SD,Hughes County,"1,853",11,616,14.9,375,12.9,"58,340"
46,67,SD,Hutchinson County,884,13.2,288,20.4,185,18.4,"48,879"
46,69,SD,Hyde County,137,10.1,25,8.4,16,7,"49,184"
46,71,SD,Jackson County,"1,097",33.9,479,43.3,303,40.5,"31,922"
46,73,SD,Jerauld County,283,14.9,74,18.5,46,16.8,"48,773"
46,75,SD,Jones County,127,13.1,47,23.2,31,20,"44,876"
46,77,SD,Kingsbury County,498,10.1,142,13.1,93,12.2,"51,837"
46,79,SD,Lake County,"1,102",9.5,268,11.4,173,10.3,"53,175"
46,81,SD,Lawrence County,"3,240",13.6,809,18.2,499,15.3,"45,945"
46,83,SD,Lincoln County,"2,204",4.3,731,4.9,451,4.2,"79,857"
46,85,SD,Lyman County,953,24.9,384,35.1,235,30.7,"40,639"
46,87,SD,McCook County,545,10,187,13.2,122,11.8,"57,741"
46,89,SD,McPherson County,384,17,106,25.4,66,22.4,"38,469"
46,91,SD,Marshall County,540,12,166,18.9,106,17.4,"50,155"
46,93,SD,Meade County,"2,712",10.4,959,14.9,606,12.9,"54,771"
46,95,SD,Mellette County,679,33.2,277,43.3,173,39.7,"34,237"
46,97,SD,Miner County,280,12.4,80,15.1,52,12.9,"49,159"
46,99,SD,Minnehaha County,"20,429",11.5,"6,357",14.1,"3,916",12.6,"55,107"
46,101,SD,Moody County,772,12.3,234,14.8,151,13.6,"53,654"
46,103,SD,Pennington County,"14,908",14.1,"5,162",20.2,"3,108",17.3,"48,379"
46,105,SD,Perkins County,453,15.2,122,18.7,77,15.6,"39,936"
46,107,SD,Potter County,251,11,78,16.3,51,14.4,"52,758"
46,109,SD,Roberts County,"2,074",20.4,823,28.5,525,26.4,"45,911"
46,111,SD,Sanborn County,329,14.7,98,20.9,63,19.5,"46,281"
46,113,SD,Shannon County,"7,398",52.2,"2,897",53.5,"1,767",47.1,"27,244"
46,115,SD,Spink County,738,11.7,237,16.7,146,13.9,"48,125"
46,117,SD,Stanley County,263,8.8,86,12.3,55,10.4,"67,172"
46,119,SD,Sully County,91,6.3,21,6.7,14,5.8,"59,879"
46,121,SD,Todd County,"4,671",47.4,"2,103",52.8,"1,266",46.9,"27,481"
46,123,SD,Tripp County,"1,068",19.9,342,27.9,217,24.4,"40,545"
46,125,SD,Turner County,830,10.2,234,12.3,152,10.8,"55,708"
46,127,SD,Union County,937,6.3,326,8.5,207,7.1,"72,041"
46,129,SD,Walworth County,849,15.9,263,21.3,164,18.2,"41,831"
46,135,SD,Yankton County,"2,849",13.8,772,16.5,459,13.6,"47,363"
46,137,SD,Ziebach County,"1,257",44.6,491,48.9,283,34.3,"32,025"
47,0,TN,Tennessee,"1,165,245",18.2,"380,159",25.9,"260,262",24.3,"44,357"
47,1,TN,Anderson County,"11,583",15.6,"3,712",23.8,"2,539",21.7,"46,689"
47,3,TN,Bedford County,"8,789",19.1,"3,389",28.4,"2,439",27.7,"42,252"
47,5,TN,Benton County,"3,420",21.4,"1,030",33,725,31.5,"34,382"
47,7,TN,Bledsoe County,"3,375",28.5,823,35.4,589,33.3,"34,948"
47,9,TN,Blount County,"18,270",14.7,"5,681",21.8,"3,964",20.1,"47,175"
47,11,TN,Bradley County,"17,552",17.5,"5,443",24,"3,860",22.8,"43,065"
47,13,TN,Campbell County,"8,908",22.7,"2,824",34.3,"1,958",31.8,"33,333"
47,15,TN,Cannon County,"2,225",16.4,665,23.2,453,21.2,"41,068"
47,17,TN,Carroll County,"5,664",20.8,"1,705",28.2,"1,216",27.9,"36,627"
47,19,TN,Carter County,"13,567",24.6,"3,535",33.2,"2,423",30.8,"34,354"
47,21,TN,Cheatham County,"5,000",12.7,"1,773",19.2,"1,190",17,"51,475"
47,23,TN,Chester County,"3,228",20.1,942,25.3,673,23.4,"40,980"
47,25,TN,Claiborne County,"7,248",24,"2,060",34.1,"1,411",30.8,"33,640"
47,27,TN,Clay County,"1,837",24,553,35,393,34,"30,744"
47,29,TN,Cocke County,"9,733",27.8,"2,925",40.4,"1,984",36.7,"30,860"
47,31,TN,Coffee County,"8,892",16.8,"3,206",25.6,"2,205",23.5,"45,235"
47,33,TN,Crockett County,"2,740",19,927,26.2,694,25.9,"37,853"
47,35,TN,Cumberland County,"9,477",16.6,"3,036",29.2,"2,048",27.2,"40,839"
47,37,TN,Davidson County,"128,113",19.9,"44,502",31.5,"29,217",30.6,"48,195"
47,39,TN,Decatur County,"2,266",19.9,634,27.7,448,26.1,"37,417"
47,41,TN,DeKalb County,"3,797",20.1,"1,243",29.4,898,28.9,"38,595"
47,43,TN,Dickson County,"7,143",14.3,"2,469",21.1,"1,683",19.4,"45,914"
47,45,TN,Dyer County,"7,324",19.6,"2,537",28.4,"1,741",26.9,"43,425"
47,47,TN,Fayette County,"5,678",14.7,"1,683",21.2,"1,178",20,"56,573"
47,49,TN,Fentress County,"4,956",28.1,"1,443",37.7,"1,012",34.2,"30,299"
47,51,TN,Franklin County,"6,493",16.5,"2,035",23.8,"1,404",21.5,"43,851"
47,53,TN,Gibson County,"9,425",19.5,"3,197",27,"2,238",25.6,"37,498"
47,55,TN,Giles County,"4,749",16.9,"1,506",25.4,"1,035",23.5,"41,326"
47,57,TN,Grainger County,"4,954",21.9,"1,483",31.4,"1,030",28.6,"35,704"
47,59,TN,Greene County,"11,768",17.7,"3,328",24.9,"2,293",22.5,"36,740"
47,61,TN,Grundy County,"3,442",26.1,"1,057",37.2,746,34.6,"28,086"
47,63,TN,Hamblen County,"14,496",23.4,"4,863",33.7,"3,171",29.9,"37,410"
47,65,TN,Hamilton County,"54,383",15.9,"16,037",22,"10,938",20.9,"48,380"
47,67,TN,Hancock County,"1,915",29.5,597,42.8,415,40.6,"27,323"
47,69,TN,Hardeman County,"5,595",25.3,"1,658",32.6,"1,193",31,"35,321"
47,71,TN,Hardin County,"5,536",21.7,"1,600",30.3,"1,129",28.7,"36,285"
47,73,TN,Hawkins County,"10,987",19.6,"3,239",27.6,"2,322",26.2,"39,506"
47,75,TN,Haywood County,"4,428",24.7,"1,469",34.5,"1,019",31.9,"35,470"
47,77,TN,Henderson County,"5,297",19.1,"1,768",27.4,"1,223",25.5,"39,303"
47,79,TN,Henry County,"6,477",20.5,"2,029",30.7,"1,501",30,"37,151"
47,81,TN,Hickman County,"4,596",20.2,"1,521",29.3,"1,081",27.9,"37,443"
47,83,TN,Houston County,"1,547",19.1,489,27.4,343,25.1,"39,753"
47,85,TN,Humphreys County,"3,143",17.6,"1,005",26.3,693,25,"42,837"
47,87,TN,Jackson County,"2,649",23.4,757,35.1,542,34,"35,379"
47,89,TN,Jefferson County,"9,061",17.8,"2,729",25.6,"1,940",24.4,"41,235"
47,91,TN,Johnson County,"4,231",26.4,"1,065",35.3,749,33.1,"31,330"
47,93,TN,Knox County,"77,218",17.7,"21,861",23,"14,330",20.8,"47,199"
47,95,TN,Lake County,"2,141",41.9,498,44,342,42.3,"28,524"
47,97,TN,Lauderdale County,"6,102",24.8,"1,980",31.7,"1,395",29.5,"33,595"
47,99,TN,Lawrence County,"9,080",21.8,"3,022",29.2,"2,077",27.6,"34,614"
47,101,TN,Lewis County,"2,377",20.3,828,31.8,584,30.5,"36,255"
47,103,TN,Lincoln County,"5,495",16.5,"1,666",22.4,"1,155",20.7,"41,802"
47,105,TN,Loudon County,"6,802",13.6,"2,175",22,"1,440",19.9,"53,945"
47,107,TN,McMinn County,"8,943",17.4,"2,820",25.2,"1,946",23.5,"39,528"
47,109,TN,McNairy County,"6,060",23.5,"1,682",28.9,"1,161",26.9,"34,882"
47,111,TN,Macon County,"4,373",19.3,"1,624",29.4,"1,117",28.4,"36,886"
47,113,TN,Madison County,"19,635",20.9,"6,497",29.2,"4,214",26.6,"43,113"
47,115,TN,Marion County,"5,779",20.6,"1,831",30.8,"1,253",27.9,"40,766"
47,117,TN,Marshall County,"4,787",15.5,"1,597",22,"1,081",19.7,"42,839"
47,119,TN,Maury County,"13,026",15.5,"4,422",22.4,"3,021",21.3,"51,303"
47,121,TN,Meigs County,"2,400",20.8,675,28.7,459,25.5,"34,801"
47,123,TN,Monroe County,"9,181",20.6,"2,878",30,"2,030",28,"37,392"
47,125,TN,Montgomery County,"25,803",13.9,"8,804",17.3,"6,068",17.6,"50,935"
47,127,TN,Moore County,774,12.5,257,20.6,183,18.1,"50,358"
47,129,TN,Morgan County,"4,492",23.4,"1,210",29,856,26.2,"36,390"
47,131,TN,Obion County,"6,348",20.8,"2,139",31.6,"1,448",28.9,"40,683"
47,133,TN,Overton County,"4,097",18.9,"1,279",26.5,883,24.2,"35,884"
47,135,TN,Perry County,"1,813",23.6,557,33.4,362,29.2,"33,776"
47,137,TN,Pickett County,968,19.2,277,29.7,187,25.2,"31,996"
47,139,TN,Polk County,"3,331",20.3,941,27.8,668,25.6,"36,643"
47,141,TN,Putnam County,"14,844",20.8,"4,007",25.9,"2,877",25.8,"37,693"
47,143,TN,Rhea County,"6,954",22,"2,280",31,"1,590",28.4,"37,952"
47,145,TN,Roane County,"9,418",18,"2,618",25.5,"1,917",24.4,"43,269"
47,147,TN,Robertson County,"8,976",13.4,"3,125",18.6,"2,146",17.5,"52,640"
47,149,TN,Rutherford County,"41,601",14.7,"11,548",16.2,"8,010",15.2,"53,799"
47,151,TN,Scott County,"5,298",24.5,"1,681",31.8,"1,179",30.2,"31,397"
47,153,TN,Sequatchie County,"2,699",18.7,930,29.5,679,28.4,"44,111"
47,155,TN,Sevier County,"16,582",17.7,"5,171",26.5,"3,673",25.7,"39,905"
47,157,TN,Shelby County,"211,505",23,"81,205",34.5,"55,853",33.2,"44,015"
47,159,TN,Smith County,"2,813",15,957,21.8,676,20.4,"43,659"
47,161,TN,Stewart County,"2,296",17.5,744,26.5,522,24.5,"41,590"
47,163,TN,Sullivan County,"28,608",18.5,"8,673",28.2,"5,729",25,"38,840"
47,165,TN,Sumner County,"19,349",11.3,"7,013",16.9,"4,793",15.4,"58,291"
47,167,TN,Tipton County,"9,296",15.4,"3,223",20.7,"2,342",19.8,"52,339"
47,169,TN,Trousdale County,"1,374",17.5,465,25.9,318,23.5,"40,251"
47,171,TN,Unicoi County,"3,541",20.1,998,29.3,707,26.9,"37,632"
47,173,TN,Union County,"4,266",22.6,"1,451",33.3,966,30.8,"37,453"
47,175,TN,Van Buren County,"1,137",20.6,331,31.5,235,28.7,"34,884"
47,177,TN,Warren County,"7,468",19,"2,604",28.2,"1,743",25.4,"36,942"
47,179,TN,Washington County,"20,388",16.7,"5,408",22,"3,770",20.9,"43,212"
47,181,TN,Wayne County,"3,430",23.3,942,30.9,658,28.8,"33,573"
47,183,TN,Weakley County,"6,893",21.5,"1,754",26.7,"1,191",25,"36,205"
47,185,TN,White County,"5,652",21.9,"1,683",29.7,"1,217",29.5,"35,400"
47,187,TN,Williamson County,"11,420",5.6,"3,460",6,"2,428",5.3,"97,936"
47,189,TN,Wilson County,"12,458",10.1,"4,193",14,"2,837",12.5,"60,955"
48,0,TX,Texas,"4,519,548",17.2,"1,721,843",24.5,"1,185,167",23.3,"53,067"
48,1,TX,Anderson County,"8,970",20.4,"2,785",25.4,"1,947",24.4,"42,471"
48,3,TX,Andrews County,"1,858",10.7,749,14.1,513,13.9,"66,878"
48,5,TX,Angelina County,"15,136",17.9,"5,855",25.9,"3,990",24.2,"42,128"
48,7,TX,Aransas County,"4,280",17.5,"1,466",32,"1,080",31.6,"44,551"
48,9,TX,Archer County,822,9.4,260,13.7,180,11.4,"58,867"
48,11,TX,Armstrong County,208,11,72,15.9,50,15.1,"55,177"
48,13,TX,Atascosa County,"7,988",16.9,"3,222",24.4,"2,263",23.3,"52,785"
48,15,TX,Austin County,"3,243",11.2,"1,267",18.3,884,17.2,"58,792"
48,17,TX,Bailey County,"1,348",19.9,612,29.8,417,29.5,"36,821"
48,19,TX,Bandera County,"2,782",13.5,828,23.8,562,21.4,"50,107"
48,21,TX,Bastrop County,"11,069",14.7,"4,348",22.2,"3,124",21,"52,886"
48,23,TX,Baylor County,643,18.3,221,29.3,151,27.6,"36,027"
48,25,TX,Bee County,"6,261",24.9,"2,026",29.7,"1,417",28.9,"40,680"
48,27,TX,Bell County,"45,622",14.2,"18,901",21,"13,298",21.6,"51,048"
48,29,TX,Bexar County,"331,898",18.3,"126,381",26.4,"88,086",25.5,"50,699"
48,31,TX,Blanco County,"1,283",12,419,20.4,299,18.6,"57,177"
48,33,TX,Borden County,67,10.3,20,14.2,15,14.2,"61,750"
48,35,TX,Bosque County,"2,616",15,900,23.5,630,21.9,"44,397"
48,37,TX,Bowie County,"17,526",20.1,"6,785",30.9,"4,530",28.4,"41,883"
48,39,TX,Brazoria County,"32,543",9.9,"11,893",13.3,"8,125",12.4,"73,788"
48,41,TX,Brazos County,"51,540",26.4,"10,492",24.7,"6,919",23.5,"41,641"
48,43,TX,Brewster County,"1,262",13.8,402,22.5,276,23,"40,179"
48,45,TX,Briscoe County,256,16.7,96,29.1,68,27.9,"42,139"
48,47,TX,Brooks County,"2,305",32.4,913,45.5,635,47.1,"27,875"
48,49,TX,Brown County,"6,285",17.5,"2,276",27.4,"1,533",24.9,"41,316"
48,51,TX,Burleson County,"2,752",16.2,976,25.4,646,22.8,"48,140"
48,53,TX,Burnet County,"6,028",14,"2,298",23.9,"1,594",22,"53,203"
48,55,TX,Caldwell County,"6,099",16,"2,210",23.7,"1,537",22.7,"47,227"
48,57,TX,Calhoun County,"3,740",17.3,"1,383",25.5,969,24.4,"46,705"
48,59,TX,Callahan County,"2,177",16.3,667,22.6,466,21,"40,796"
48,61,TX,Cameron County,"143,568",34.5,"61,713",47,"43,293",45.7,"32,215"
48,63,TX,Camp County,"2,991",23.9,"1,153",35.5,840,34.9,"37,801"
48,65,TX,Carson County,513,8.6,173,11.5,119,10.2,"58,425"
48,67,TX,Cass County,"5,707",19.1,"2,023",30.2,"1,457",29.6,"39,256"
48,69,TX,Castro County,"1,489",19.4,672,28.8,461,27.9,"42,966"
48,71,TX,Chambers County,"4,036",10.7,"1,252",11.9,883,11.1,"77,281"
48,73,TX,Cherokee County,"9,635",20.1,"3,775",29.2,"2,778",29.5,"38,465"
48,75,TX,Childress County,"1,235",22,409,28.1,280,26.4,"39,025"
48,77,TX,Clay County,"1,382",13.5,395,17.9,273,16.1,"50,993"
48,79,TX,Cochran County,596,20.7,234,29.8,156,27.8,"39,870"
48,81,TX,Coke County,477,14.9,137,21.8,95,20.5,"41,593"
48,83,TX,Coleman County,"1,884",22.6,644,35.6,428,32.4,"37,497"
48,85,TX,Collin County,"62,032",7,"21,526",9,"15,908",8.8,"86,634"
48,87,TX,Collingsworth County,572,19.3,254,29.9,174,27.9,"38,655"
48,89,TX,Colorado County,"3,258",16,"1,175",25.1,823,23.5,"46,484"
48,91,TX,Comal County,"11,248",9.2,"3,889",13.8,"2,665",12.6,"64,533"
48,93,TX,Comanche County,"2,625",19.7,965,31.5,674,29.9,"38,280"
48,95,TX,Concho County,640,26.5,137,26.6,98,26.1,"40,837"
48,97,TX,Cooke County,"5,806",15.3,"2,067",22.8,"1,392",21.3,"57,378"
48,99,TX,Coryell County,"9,493",14.8,"4,016",21.6,"2,707",20.7,"47,018"
48,101,TX,Cottle County,295,20.9,97,31.7,67,26.9,"32,722"
48,103,TX,Crane County,459,9.5,170,11.6,117,11.1,"61,098"
48,105,TX,Crockett County,513,13.7,188,19.4,128,18.7,"49,614"
48,107,TX,Crosby County,"1,400",24.1,575,36.8,376,33,"36,627"
48,109,TX,Culberson County,556,24.7,210,37.2,145,36.8,"33,637"
48,111,TX,Dallam County,877,12.4,430,18.9,300,18.7,"43,523"
48,113,TX,Dallas County,"480,160",19.3,"193,884",29,"132,853",27.9,"50,118"
48,115,TX,Dawson County,"2,357",20.2,864,26.2,613,26.1,"41,876"
48,117,TX,Deaf Smith County,"3,631",19.2,"1,682",27.9,"1,151",26.8,"41,499"
48,119,TX,Delta County,"1,029",20,333,29.3,224,26.3,"38,304"
48,121,TX,Denton County,"64,947",8.7,"19,102",9.8,"12,031",8.3,"74,569"
48,123,TX,DeWitt County,"3,391",18,"1,172",26.1,817,25.7,"45,717"
48,125,TX,Dickens County,418,22.1,123,29.9,83,30.1,"35,924"
48,127,TX,Dimmit County,"2,739",25,"1,167",35.1,798,33,"36,856"
48,129,TX,Donley County,629,19.4,211,30.7,147,30.2,"37,263"
48,131,TX,Duval County,"2,841",26,996,33.9,696,33,"35,069"
48,133,TX,Eastland County,"3,441",19.9,"1,075",28.2,760,27.2,"36,591"
48,135,TX,Ector County,"19,461",12.8,"8,460",18.6,"5,654",17.9,"55,555"
48,137,TX,Edwards County,422,22.5,141,37.4,100,36.8,"35,554"
48,139,TX,Ellis County,"17,299",11,"7,087",16.7,"5,187",16.1,"61,157"
48,141,TX,El Paso County,"190,846",23.4,"74,090",31.7,"52,992",32,"40,081"
48,143,TX,Erath County,"8,049",21.8,"1,928",23.5,"1,332",23.1,"41,914"
48,145,TX,Falls County,"3,589",23.7,"1,123",31.4,782,31.1,"35,491"
48,147,TX,Fannin County,"5,267",17.1,"1,584",22.7,"1,056",20.3,"43,211"
48,149,TX,Fayette County,"2,663",10.9,901,17.5,635,16.3,"49,830"
48,151,TX,Fisher County,589,15.4,178,22.6,120,19.7,"44,519"
48,153,TX,Floyd County,"1,400",23.7,595,37.1,416,36.3,"36,898"
48,155,TX,Foard County,215,17.3,68,25.1,48,22.9,"33,442"
48,157,TX,Fort Bend County,"59,839",8.8,"23,528",12.4,"15,674",10.9,"88,516"
48,159,TX,Franklin County,"1,723",16.4,671,26.4,462,24,"42,099"
48,161,TX,Freestone County,"3,029",16.7,"1,023",22.8,732,22,"46,526"
48,163,TX,Frio County,"3,940",26,"1,437",32.2,981,31,"34,206"
48,165,TX,Gaines County,"2,710",14,"1,294",19.1,900,18.5,"50,709"
48,167,TX,Galveston County,"44,194",14.3,"15,203",19.9,"10,843",19.3,"58,333"
48,169,TX,Garza County,"1,205",28,323,29.2,218,26.7,"49,947"
48,171,TX,Gillespie County,"3,137",12.5,995,20.3,667,18.4,"52,814"
48,173,TX,Glasscock County,111,8.6,40,12,28,11.1,"73,335"
48,175,TX,Goliad County,"1,135",15.3,388,24.1,269,21.6,"49,369"
48,177,TX,Gonzales County,"3,684",18.3,"1,525",28.5,"1,069",27.5,"42,291"
48,179,TX,Gray County,"3,028",14.2,"1,079",18.3,738,17.6,"49,012"
48,181,TX,Grayson County,"18,475",15.3,"6,494",22.4,"4,669",21.9,"49,261"
48,183,TX,Gregg County,"21,713",18.2,"8,289",26.5,"5,445",24.8,"50,020"
48,185,TX,Grimes County,"4,490",18.6,"1,452",24.6,"1,017",23.2,"44,795"
48,187,TX,Guadalupe County,"15,074",10.4,"5,595",14.7,"4,108",14.3,"61,825"
48,189,TX,Hale County,"7,604",24,"3,090",32.5,"2,047",30.4,"40,213"
48,191,TX,Hall County,759,24.5,283,38.6,195,34.5,"33,324"
48,193,TX,Hamilton County,"1,298",16.2,440,26.2,310,24.7,"41,207"
48,195,TX,Hansford County,688,12.7,285,18,194,16.1,"50,698"
48,197,TX,Hardeman County,731,18.7,267,29.4,190,28.8,"36,992"
48,199,TX,Hardin County,"7,106",12.9,"2,365",17.3,"1,670",16.6,"53,872"
48,201,TX,Harris County,"759,184",17.3,"299,274",25.1,"207,013",24.4,"54,230"
48,203,TX,Harrison County,"11,071",17.1,"3,740",22.7,"2,666",22.1,"48,461"
48,205,TX,Hartley County,487,10.5,135,10.5,95,9.9,"64,182"
48,207,TX,Haskell County,"1,310",25.1,397,34.9,283,33.7,"35,607"
48,209,TX,Hays County,"30,932",17.5,"7,462",17.4,"5,328",16.8,"59,569"
48,211,TX,Hemphill County,369,8.9,166,12.7,115,12.1,"66,505"
48,213,TX,Henderson County,"15,699",20.2,"5,368",31.1,"3,856",30,"40,921"
48,215,TX,Hidalgo County,"275,840",33.5,"125,912",45.5,"87,020",44.3,"34,368"
48,217,TX,Hill County,"7,413",21.8,"2,639",32.2,"1,776",29.2,"41,521"
48,219,TX,Hockley County,"3,280",14.4,"1,309",21,945,21,"50,124"
48,221,TX,Hood County,"6,562",12.4,"2,229",20.4,"1,549",19.1,"55,472"
48,223,TX,Hopkins County,"7,205",20.3,"2,941",32.8,"2,096",32,"44,076"
48,225,TX,Houston County,"5,176",25.9,"1,663",37.4,"1,103",33.7,"33,698"
48,227,TX,Howard County,"5,320",17.5,"1,778",22.7,"1,243",22.1,"47,299"
48,229,TX,Hudspeth County,834,26.7,303,38.8,216,37.6,"32,086"
48,231,TX,Hunt County,"17,603",20.5,"6,278",30.2,"4,216",27.5,"43,385"
48,233,TX,Hutchinson County,"2,994",13.9,"1,029",18.3,679,16.8,"51,508"
48,235,TX,Irion County,135,8.6,47,13.5,33,13.4,"63,054"
48,237,TX,Jack County,"1,151",14.9,362,19.1,243,17.8,"52,030"
48,239,TX,Jackson County,"2,121",14.7,750,19.9,508,18.5,"52,185"
48,241,TX,Jasper County,"6,117",17.7,"2,346",27.6,"1,605",26,"41,017"
48,243,TX,Jeff Davis County,277,13.1,54,29.2,39,27.1,"46,364"
48,245,TX,Jefferson County,"50,051",21.2,"19,058",32.3,"12,543",30.1,"41,147"
48,247,TX,Jim Hogg County,"1,177",22.5,519,32.9,356,32.2,"36,929"
48,249,TX,Jim Wells County,"8,249",20.2,"3,287",28.5,"2,300",28,"46,200"
48,251,TX,Johnson County,"20,492",13.3,"7,789",19,"5,585",18.2,"55,926"
48,253,TX,Jones County,"3,430",23.4,957,27.4,685,26.9,"41,079"
48,255,TX,Karnes County,"2,735",22.3,942,30,647,28.4,"43,986"
48,257,TX,Kaufman County,"15,114",13.8,"5,832",19.2,"4,036",17.8,"57,585"
48,259,TX,Kendall County,"3,188",8.3,"1,112",12.4,769,10.9,"77,764"
48,261,TX,Kenedy County,71,17.9,30,30.3,21,29.2,"38,451"
48,263,TX,Kent County,92,12.4,31,20.1,22,17.1,"43,026"
48,265,TX,Kerr County,"8,570",17.6,"2,746",28.7,"1,894",27.1,"44,113"
48,267,TX,Kimble County,814,18.5,284,34,203,32.9,"38,750"
48,269,TX,King County,28,10.7,9,16.7,6,17.6,"64,203"
48,271,TX,Kinney County,671,21,167,24.9,116,22.7,"39,335"
48,273,TX,Kleberg County,"6,875",22.8,"2,227",28.5,"1,475",27.4,"40,884"
48,275,TX,Knox County,800,21.3,334,33.4,222,31.1,"36,929"
48,277,TX,Lamar County,"9,086",18.6,"3,334",28.8,"2,257",27,"41,009"
48,279,TX,Lamb County,"3,019",22.6,"1,209",31.8,796,29.8,"37,111"
48,281,TX,Lampasas County,"2,858",14.4,"1,117",24.1,775,22.6,"50,699"
48,283,TX,La Salle County,"1,638",28.1,538,35.7,376,37.6,"38,012"
48,285,TX,Lavaca County,"2,668",13.8,914,19.9,622,18.2,"47,041"
48,287,TX,Lee County,"2,113",13,667,18.7,458,17.6,"52,895"
48,289,TX,Leon County,"2,251",13.5,787,21.1,549,21.1,"45,159"
48,291,TX,Liberty County,"12,663",17.4,"4,506",23.4,"3,155",22.6,"47,123"
48,293,TX,Limestone County,"4,298",19.6,"1,520",28.5,"1,061",27.6,"37,256"
48,295,TX,Lipscomb County,371,10.6,124,13.2,87,12.2,"60,810"
48,297,TX,Live Oak County,"1,697",15.5,496,20.7,340,19,"51,481"
48,299,TX,Llano County,"2,868",14.9,865,29.1,618,28.8,"45,096"
48,301,TX,Loving County,8,9.3,5,19.2,3,16.7,"55,819"
48,303,TX,Lubbock County,"49,964",17.7,"14,943",21.3,"10,531",21,"45,719"
48,305,TX,Lynn County,"1,044",18.3,440,28.2,305,26.4,"41,589"
48,307,TX,McCulloch County,"1,520",18.9,562,30.2,375,27.6,"39,649"
48,309,TX,McLennan County,"46,019",19.7,"16,413",27.8,"11,151",26.7,"43,488"
48,311,TX,McMullen County,73,9.2,21,13.5,14,11.2,"61,571"
48,313,TX,Madison County,"2,429",21.5,833,28.3,575,26.5,"39,030"
48,315,TX,Marion County,"2,307",23.1,658,35.6,471,34.1,"34,452"
48,317,TX,Martin County,674,12.5,272,16.5,183,15.9,"61,896"
48,319,TX,Mason County,603,14.8,204,25.1,145,22.4,"42,820"
48,321,TX,Matagorda County,"7,950",22.1,"2,772",30.1,"1,968",29.7,"41,587"
48,323,TX,Maverick County,"14,808",26.5,"6,418",35.5,"4,628",35.7,"32,248"
48,325,TX,Medina County,"6,510",14.3,"2,477",21.9,"1,711",19.8,"53,440"
48,327,TX,Menard County,478,22.7,150,39.8,108,39.4,"32,580"
48,329,TX,Midland County,"15,319",9.9,"5,997",14.1,"4,145",14,"74,811"
48,331,TX,Milam County,"4,361",18.3,"1,672",28.6,"1,150",26.6,"41,849"
48,333,TX,Mills County,802,17.1,260,25.6,175,23,"38,564"
48,335,TX,Mitchell County,"1,451",20.7,453,25.2,314,24,"41,363"
48,337,TX,Montague County,"2,836",14.8,960,21.8,656,20.2,"48,996"
48,339,TX,Montgomery County,"55,864",10.9,"21,327",15.5,"14,868",14.6,"70,929"
48,341,TX,Moore County,"3,208",14.6,"1,403",20.4,971,20.4,"42,839"
48,343,TX,Morris County,"2,345",18.6,862,29.9,607,29.2,"37,954"
48,345,TX,Motley County,201,17.5,70,31,50,27.6,"37,936"
48,347,TX,Nacogdoches County,"13,685",22.7,"4,349",28.7,"3,114",29.8,"38,895"
48,349,TX,Navarro County,"9,567",20.3,"3,926",31.8,"2,577",29.2,"43,091"
48,351,TX,Newton County,"2,703",20.2,905,29.9,615,27.4,"39,135"
48,353,TX,Nolan County,"2,632",17.9,"1,141",29.5,788,27.4,"38,742"
48,355,TX,Nueces County,"58,798",16.8,"20,464",23.1,"13,705",21.2,"51,222"
48,357,TX,Ochiltree County,"1,145",10.7,490,14.6,329,13.8,"61,773"
48,359,TX,Oldham County,284,15.6,115,32.9,70,26.5,"54,458"
48,361,TX,Orange County,"13,175",16,"4,477",22.1,"2,973",20.3,"48,834"
48,363,TX,Palo Pinto County,"5,146",18.6,"1,741",26,"1,227",25.4,"40,862"
48,365,TX,Panola County,"3,626",15.5,"1,226",21.5,827,19.8,"48,822"
48,367,TX,Parker County,"11,997",9.9,"4,380",14.8,"3,085",13.6,"67,655"
48,369,TX,Parmer County,"1,433",14.6,586,20.4,408,19.9,"41,813"
48,371,TX,Pecos County,"2,448",17.8,836,21.6,578,21.8,"44,817"
48,373,TX,Polk County,"7,687",18.5,"2,838",30.5,"1,993",29.6,"41,401"
48,375,TX,Potter County,"24,669",21.5,"9,982",30.2,"6,837",29.8,"38,224"
48,377,TX,Presidio County,"1,520",21.8,613,33.9,447,34.1,"34,258"
48,379,TX,Rains County,"1,633",14.9,577,26.2,410,24.8,"47,834"
48,381,TX,Randall County,"12,181",9.7,"3,896",12.7,"2,723",12.2,"64,636"
48,383,TX,Reagan County,417,11.2,147,13,105,12.8,"62,376"
48,385,TX,Real County,615,18.7,192,33.6,139,36.8,"37,294"
